"ahh","pdb","amh","rata.sekolah","kode","grup"
65.32,626.5,95.34,8.9,"Kab. Tangerang2007","baik"
65.44,631.19,95.34,8.9,"Kab. Tangerang2008","baik"
65.61,632.77,95.66,8.93,"Kab. Tangerang2009","baik"
65.79,635.19,95.78,8.94,"Kab. Tangerang2010","baik"
65.9,637.8,95.86,8.95,"Kab. Tangerang2011","baik"
66.01,640.8,95.89,8.96,"Kab. Tangerang2012","baik"
61.1,616.27,93.8,6.54,"Kab. Serang2004","tidak baik"
61.37,617.89,94.61,6.62,"Kab. Serang2005","tidak baik"
61.8,618.94,95.54,7,"Kab. Serang2006","tidak baik"
62.29,623.8,95.54,7,"Kab. Serang2007","tidak baik"
62.65,628.5,94.58,7,"Kab. Serang2008","tidak baik"
63.08,630.08,94.93,7.04,"Kab. Serang2009","tidak baik"
63.51,631.19,95.23,7.05,"Kab. Serang2010","tidak baik"
63.88,633.72,95.72,7.25,"Kab. Serang2011","tidak baik"
64.25,636.45,95.75,7.36,"Kab. Serang2012","tidak baik"
68,633.3,97.15,9.84,"Kota Tangerang2004","baik"
68.04,633.84,97.2,9.8,"Kota Tangerang2005","baik"
68.2,635.89,97.2,9.8,"Kota Tangerang2006","baik"
68.23,636.21,98.34,9.8,"Kota Tangerang2007","baik"
68.29,639.44,98.34,9.82,"Kota Tangerang2008","baik"
68.33,640.27,98.35,9.95,"Kota Tangerang2009","baik"
68.37,643.18,98.39,9.98,"Kota Tangerang2010","baik"
68.41,645.9,98.41,10.04,"Kota Tangerang2011","baik"
68.44,648.93,98.43,10.07,"Kota Tangerang2012","baik"
67.9,629.72,98.71,9.42,"Kota Cilegon2004","baik"
68.18,629.87,98.7,9.5,"Kota Cilegon2005","baik"
68.4,631.56,98.7,9.64,"Kota Cilegon2006","baik"
68.45,635.4,98.7,9.64,"Kota Cilegon2007","baik"
68.49,641.75,98.7,9.64,"Kota Cilegon2008","baik"
68.53,641.88,98.71,9.66,"Kota Cilegon2009","baik"
68.58,645.43,98.72,9.67,"Kota Cilegon2010","baik"
68.62,648.88,98.73,9.68,"Kota Cilegon2011","baik"
68.67,651.86,98.77,9.72,"Kota Cilegon2012","baik"
64.12,635.31,95.85,7.01,"Kota Serang2008","tidak baik"
64.62,635.34,96.27,7.25,"Kota Serang2009","tidak baik"
65.13,636.77,96.47,7.51,"Kota Serang2010","baik"
65.47,639.17,96.89,8.01,"Kota Serang2011","baik"
65.81,642.18,96.92,8.58,"Kota Serang2012","baik"
68.43,641.72,98.14,9.95,"Kota Tangerang Selatan2009","baik"
68.54,643.75,98.15,10.15,"Kota Tangerang Selatan2010","baik"
68.65,645.78,98.19,10.7,"Kota Tangerang Selatan2011","baik"
68.77,649.12,98.51,10.98,"Kota Tangerang Selatan2012","baik"
70.8,616.52,86.86,7.07,"Kab. Jembrana2004","tidak baik"
71.4,619.15,86.89,7.19,"Kab. Jembrana2005","baik"
71.5,619.36,86.89,7.48,"Kab. Jembrana2006","baik"
71.63,624.84,88,7.48,"Kab. Jembrana2007","baik"
71.65,628.68,88.96,7.6,"Kab. Jembrana2008","baik"
71.73,631.43,89.6,7.65,"Kab. Jembrana2009","baik"
71.8,632.03,89.82,7.8,"Kab. Jembrana2010","baik"
71.88,635.24,90.69,7.81,"Kab. Jembrana2011","baik"
71.95,637.96,91.36,7.86,"Kab. Jembrana2012","baik"
73.7,614.13,87.79,7.3,"Kab. Tabanan2004","baik"
74.16,617.39,88.6,7.43,"Kab. Tabanan2005","baik"
74.2,618.5,88.6,7.35,"Kab. Tabanan2006","baik"
74.32,625.81,88.6,7.49,"Kab. Tabanan2007","baik"
74.27,629.83,89.15,7.78,"Kab. Tabanan2008","baik"
74.38,634.87,89.31,7.84,"Kab. Tabanan2009","baik"
74.43,636.02,89.62,8,"Kab. Tabanan2010","baik"
74.49,637.26,90.82,8.37,"Kab. Tabanan2011","baik"
74.55,640.54,90.86,8.39,"Kab. Tabanan2012","baik"
71.2,620,85.9,8.62,"Kab. Badung2004","baik"
71.39,622.07,86.6,8.65,"Kab. Badung2005","baik"
71.6,622.77,90.36,8.71,"Kab. Badung2006","baik"
71.64,627.58,91.66,9.11,"Kab. Badung2007","baik"
71.7,631.88,92.16,9.11,"Kab. Badung2008","baik"
71.75,635.33,92.29,9.18,"Kab. Badung2009","baik"
71.8,638.13,92.92,9.38,"Kab. Badung2010","baik"
71.85,641.27,92.96,9.45,"Kab. Badung2011","baik"
71.91,644.94,93.01,9.47,"Kab. Badung2012","baik"
71.5,609.06,84.21,7.47,"Kab. Gianyar2004","tidak baik"
71.76,622.34,85,7.71,"Kab. Gianyar2005","baik"
71.9,623.17,85,7.94,"Kab. Gianyar2006","baik"
71.99,629.75,85,7.94,"Kab. Gianyar2007","baik"
72.01,634.08,85,7.94,"Kab. Gianyar2008","baik"
72.06,637.3,85.4,8.03,"Kab. Gianyar2009","baik"
72.12,639.47,85.72,8.07,"Kab. Gianyar2010","baik"
72.17,642.18,86.81,8.37,"Kab. Gianyar2011","baik"
72.22,644.69,88.79,8.9,"Kab. Gianyar2012","baik"
68.3,638.39,79.3,6.77,"Kab. Klungkung2004","tidak baik"
68.83,639.11,80.02,6.9,"Kab. Klungkung2005","tidak baik"
68.9,640.59,80.02,6.9,"Kab. Klungkung2006","tidak baik"
68.95,641.69,80.02,6.9,"Kab. Klungkung2007","tidak baik"
69,645.88,80.98,7.02,"Kab. Klungkung2008","tidak baik"
69.05,652,81.1,7.03,"Kab. Klungkung2009","baik"
69.1,652.5,82.09,7.11,"Kab. Klungkung2010","baik"
69.15,655.28,82.39,7.35,"Kab. Klungkung2011","baik"
69.2,658.53,84.15,7.43,"Kab. Klungkung2012","baik"
71.1,616.8,80.67,6.2,"Kab. Bangli2004","tidak baik"
71.25,620.3,81.48,6.5,"Kab. Bangli2005","tidak baik"
71.3,621.64,82.11,6.5,"Kab. Bangli2006","tidak baik"
71.4,627.65,82.11,6.5,"Kab. Bangli2007","tidak baik"
71.47,630.57,82.11,6.5,"Kab. Bangli2008","tidak baik"
71.56,635.76,82.23,6.52,"Kab. Bangli2009","baik"
71.64,636.02,83.8,6.63,"Kab. Bangli2010","baik"
71.73,639,85.64,6.66,"Kab. Bangli2011","baik"
71.81,642.64,85.83,6.68,"Kab. Bangli2012","baik"
67,608.45,69.08,4.81,"Kab. Karang Asem2004","tidak baik"
67.6,623.67,70.47,4.95,"Kab. Karang Asem2005","tidak baik"
67.7,627.14,72.06,5.37,"Kab. Karang Asem2006","tidak baik"
67.77,637.09,72.14,5.37,"Kab. Karang Asem2007","tidak baik"
67.8,641.3,72.14,5.37,"Kab. Karang Asem2008","tidak baik"
67.85,648.01,72.27,5.41,"Kab. Karang Asem2009","tidak baik"
67.9,648.11,72.4,5.81,"Kab. Karang Asem2010","tidak baik"
67.95,651.11,74.12,5.82,"Kab. Karang Asem2011","tidak baik"
68,654.46,76.03,5.88,"Kab. Karang Asem2012","tidak baik"
67.5,614.83,87.42,6.23,"Kab. Buleleng2004","tidak baik"
68.2,618.83,87.6,6.32,"Kab. Buleleng2005","tidak baik"
68.4,619.29,87.6,6.56,"Kab. Buleleng2006","tidak baik"
68.65,625.52,87.6,6.73,"Kab. Buleleng2007","tidak baik"
68.78,629.77,87.6,6.89,"Kab. Buleleng2008","tidak baik"
68.96,633.4,87.84,7.09,"Kab. Buleleng2009","baik"
69.15,634.02,88.46,7.29,"Kab. Buleleng2010","baik"
69.34,637.03,88.63,7.36,"Kab. Buleleng2011","baik"
69.53,640.64,89.94,7.54,"Kab. Buleleng2012","baik"
72.7,615.82,96.06,9.92,"Kota Denpasar2004","baik"
72.71,618.3,96.5,9.9,"Kota Denpasar2005","baik"
72.8,623.64,96.5,9.91,"Kota Denpasar2006","baik"
72.85,630.69,97.04,10.25,"Kota Denpasar2007","baik"
72.91,635.43,97.14,10.47,"Kota Denpasar2008","baik"
72.96,639.43,97.27,10.49,"Kota Denpasar2009","baik"
73.01,642.36,97.33,10.65,"Kota Denpasar2010","baik"
73.06,645.85,97.49,10.7,"Kota Denpasar2011","baik"
73.12,649.48,97.52,10.94,"Kota Denpasar2012","baik"
58.1,600.67,73.08,5.17,"Kab. Lombok Barat2004","tidak baik"
58.4,606.08,73.73,5.3,"Kab. Lombok Barat2005","tidak baik"
59.1,609.27,73.75,5.66,"Kab. Lombok Barat2006","tidak baik"
59.54,614.03,73.77,5.66,"Kab. Lombok Barat2007","tidak baik"
59.97,618.09,76.4,5.73,"Kab. Lombok Barat2008","tidak baik"
60.4,623.21,76.41,5.87,"Kab. Lombok Barat2009","tidak baik"
60.84,625.47,76.42,5.89,"Kab. Lombok Barat2010","tidak baik"
61.28,627.24,77.62,6.09,"Kab. Lombok Barat2011","tidak baik"
61.71,630.13,78.59,6.1,"Kab. Lombok Barat2012","tidak baik"
58.5,607.23,69.55,5.07,"Kab. Lombok Tengah2004","tidak baik"
58.7,612.3,71.12,5.29,"Kab. Lombok Tengah2005","tidak baik"
59.4,614.89,71.12,5.3,"Kab. Lombok Tengah2006","tidak baik"
59.82,618.36,71.12,5.35,"Kab. Lombok Tengah2007","tidak baik"
60.24,623.57,71.16,5.35,"Kab. Lombok Tengah2008","tidak baik"
60.66,625.37,71.2,5.64,"Kab. Lombok Tengah2009","tidak baik"
61.09,627.56,71.48,5.65,"Kab. Lombok Tengah2010","tidak baik"
61.52,629.26,72.88,5.99,"Kab. Lombok Tengah2011","tidak baik"
61.96,632.97,73.92,6.19,"Kab. Lombok Tengah2012","tidak baik"
57.8,608.93,75.76,6.05,"Kab. Lombok Timur2004","tidak baik"
58.3,613.05,76.5,6.1,"Kab. Lombok Timur2005","tidak baik"
58.6,613.38,79.21,6.1,"Kab. Lombok Timur2006","tidak baik"
59.16,616.11,79.81,6.31,"Kab. Lombok Timur2007","tidak baik"
59.7,620.66,79.81,6.31,"Kab. Lombok Timur2008","tidak baik"
60.26,621.85,79.92,6.33,"Kab. Lombok Timur2009","tidak baik"
60.75,624.06,80.02,6.33,"Kab. Lombok Timur2010","tidak baik"
61.32,625.27,82.89,6.61,"Kab. Lombok Timur2011","tidak baik"
61.88,628.09,83.89,6.91,"Kab. Lombok Timur2012","tidak baik"
59,613.03,87.87,7.11,"Kab. Sumbawa2004","tidak baik"
59.52,618.15,88.7,7.1,"Kab. Sumbawa2005","tidak baik"
60.3,619.25,89.65,7.1,"Kab. Sumbawa2006","tidak baik"
60.4,621.33,89.69,7.1,"Kab. Sumbawa2007","tidak baik"
60.51,625.4,89.69,7.1,"Kab. Sumbawa2008","tidak baik"
60.61,628.99,89.75,7.12,"Kab. Sumbawa2009","tidak baik"
60.72,631.7,89.78,7.21,"Kab. Sumbawa2010","tidak baik"
60.82,634.41,90.85,7.35,"Kab. Sumbawa2011","tidak baik"
60.93,638.03,90.87,7.64,"Kab. Sumbawa2012","tidak baik"
59.5,616.63,82.37,6.86,"Kab. Dompu2004","tidak baik"
60.01,623.18,82.8,7,"Kab. Dompu2005","tidak baik"
60.6,626.63,82.8,7,"Kab. Dompu2006","tidak baik"
60.7,627.66,82.8,7,"Kab. Dompu2007","tidak baik"
60.83,631.47,82.8,7,"Kab. Dompu2008","tidak baik"
60.94,635.53,82.82,7.2,"Kab. Dompu2009","tidak baik"
61.05,638.52,83.69,7.32,"Kab. Dompu2010","tidak baik"
61.16,641.82,86.35,7.71,"Kab. Dompu2011","tidak baik"
61.26,645.5,87.94,7.97,"Kab. Dompu2012","tidak baik"
59.4,592.62,81.03,7.01,"Kab. Bima2004","tidak baik"
60.87,597.97,81.4,7.16,"Kab. Bima2005","tidak baik"
61.7,598.29,85.75,7.2,"Kab. Bima2006","tidak baik"
62.01,605.19,85.75,7.23,"Kab. Bima2007","tidak baik"
62.31,609.88,85.75,7.23,"Kab. Bima2008","tidak baik"
62.62,612.72,85.83,7.24,"Kab. Bima2009","tidak baik"
62.93,615.04,85.87,7.26,"Kab. Bima2010","tidak baik"
63.24,617.95,86.23,7.38,"Kab. Bima2011","tidak baik"
63.55,621.52,87.02,7.59,"Kab. Bima2012","tidak baik"
58.55,603,87.75,6.8,"Kab. Sumbawa Barat2004","tidak baik"
59.07,615,88.6,6.9,"Kab. Sumbawa Barat2005","tidak baik"
60.6,618.44,90.61,7,"Kab. Sumbawa Barat2006","tidak baik"
60.76,623.92,90.61,7,"Kab. Sumbawa Barat2007","tidak baik"
60.94,623.92,90.71,7,"Kab. Sumbawa Barat2008","tidak baik"
61.11,627.86,90.72,7.16,"Kab. Sumbawa Barat2009","tidak baik"
61.28,629.89,90.75,7.23,"Kab. Sumbawa Barat2010","tidak baik"
61.45,631.73,91.47,7.52,"Kab. Sumbawa Barat2011","tidak baik"
61.61,632.76,92.5,8.02,"Kab. Sumbawa Barat2012","tidak baik"
59.8,609.87,70.86,4.68,"Kab. Lombok Utara2008","tidak baik"
60.18,611.71,71.01,4.98,"Kab. Lombok Utara2009","tidak baik"
60.56,613.55,71.27,5.17,"Kab. Lombok Utara2010","tidak baik"
60.94,615.9,76.97,5.6,"Kab. Lombok Utara2011","tidak baik"
61.32,618.65,77,5.61,"Kab. Lombok Utara2012","tidak baik"
63.4,630.91,91.83,8.4,"Kota Mataram2004","tidak baik"
64.1,633.39,91.8,8.4,"Kota Mataram2005","tidak baik"
64.7,634.51,91.8,8.4,"Kota Mataram2006","tidak baik"
65.19,636.28,91.8,9.05,"Kota Mataram2007","baik"
65.66,641.94,91.8,9.05,"Kota Mataram2008","baik"
66.15,642.17,91.81,9.2,"Kota Mataram2009","baik"
66.64,645.13,91.82,9.21,"Kota Mataram2010","baik"
67.13,648.01,91.85,9.22,"Kota Mataram2011","baik"
67.62,650.09,92.25,9.68,"Kota Mataram2012","baik"
61.7,593.92,85.78,8.17,"Kota Bima2004","tidak baik"
61.89,599.27,86.2,8.3,"Kota Bima2005","tidak baik"
62.5,600.95,89.96,8.84,"Kota Bima2006","tidak baik"
62.61,604.5,92.49,9.24,"Kota Bima2007","tidak baik"
62.74,608.42,92.59,9.24,"Kota Bima2008","tidak baik"
62.86,613.14,92.84,9.25,"Kota Bima2009","tidak baik"
62.98,615.28,93.74,9.39,"Kota Bima2010","tidak baik"
63.1,618.42,93.77,9.71,"Kota Bima2011","tidak baik"
63.22,622,93.8,10.22,"Kota Bima2012","tidak baik"
62.6,588.95,72.5,5.5,"Kab. Sumba Barat2004","tidak baik"
63.3,595.55,72.67,5.65,"Kab. Sumba Barat2005","tidak baik"
63.8,596.47,72.67,5.7,"Kab. Sumba Barat2006","tidak baik"
64.11,597.4,74.62,5.7,"Kab. Sumba Barat2007","tidak baik"
64.48,601.47,77.91,5.84,"Kab. Sumba Barat2008","tidak baik"
64.82,605.83,78.39,5.96,"Kab. Sumba Barat2009","tidak baik"
65,606.67,80.4,6.42,"Kab. Sumba Barat2010","tidak baik"
65.38,609.67,80.42,6.44,"Kab. Sumba Barat2011","tidak baik"
65.75,612.59,80.44,6.62,"Kab. Sumba Barat2012","tidak baik"
60.7,578.55,80.35,5.7,"Kab. Sumba Timur2004","tidak baik"
61.17,583.43,80.78,5.81,"Kab. Sumba Timur2005","tidak baik"
61.3,583.74,82.44,5.8,"Kab. Sumba Timur2006","tidak baik"
61.42,585.66,82.55,5.8,"Kab. Sumba Timur2007","tidak baik"
61.62,588.89,82.96,5.93,"Kab. Sumba Timur2008","tidak baik"
61.78,594.9,83.01,5.99,"Kab. Sumba Timur2009","tidak baik"
61.94,597.05,83.2,6.11,"Kab. Sumba Timur2010","tidak baik"
62.13,599.77,84.45,6.26,"Kab. Sumba Timur2011","tidak baik"
62.33,602.22,86.22,6.44,"Kab. Sumba Timur2012","tidak baik"
64.2,576.25,83.47,5.76,"Kab. Kupang2004","tidak baik"
64.46,582.75,83.9,5.75,"Kab. Kupang2005","tidak baik"
64.6,585.44,86.87,6,"Kab. Kupang2006","tidak baik"
64.77,590.91,88.72,6.71,"Kab. Kupang2007","tidak baik"
65.02,595.02,88.72,6.71,"Kab. Kupang2008","tidak baik"
65.24,599.85,89,6.72,"Kab. Kupang2009","tidak baik"
65.45,602.43,89.02,6.85,"Kab. Kupang2010","tidak baik"
65.69,604.41,89.23,7.44,"Kab. Kupang2011","tidak baik"
65.94,606.96,89.24,7.45,"Kab. Kupang2012","tidak baik"
65.9,580.73,80.32,5.65,"Kab. Timor Tengah Selatan2004","tidak baik"
66.2,588.7,80.7,5.7,"Kab. Timor Tengah Selatan2005","tidak baik"
66.3,591.15,83.17,5.86,"Kab. Timor Tengah Selatan2006","tidak baik"
66.4,596.44,84.18,6.08,"Kab. Timor Tengah Selatan2007","tidak baik"
66.6,600.29,84.18,6.08,"Kab. Timor Tengah Selatan2008","tidak baik"
66.75,604.16,84.37,6.12,"Kab. Timor Tengah Selatan2009","tidak baik"
66.9,606.71,84.38,6.61,"Kab. Timor Tengah Selatan2010","tidak baik"
67.08,609.56,84.39,6.67,"Kab. Timor Tengah Selatan2011","tidak baik"
67.26,612.08,84.4,6.69,"Kab. Timor Tengah Selatan2012","tidak baik"
66.6,588.77,78.68,5.7,"Kab. Timor Tengah Utara2004","tidak baik"
66.8,593.57,79.34,5.8,"Kab. Timor Tengah Utara2005","tidak baik"
66.9,599.52,80.94,5.8,"Kab. Timor Tengah Utara2006","tidak baik"
67.27,599.52,87.19,6.11,"Kab. Timor Tengah Utara2007","tidak baik"
67.71,603.37,87.45,6.24,"Kab. Timor Tengah Utara2008","tidak baik"
68.11,603.75,87.73,6.38,"Kab. Timor Tengah Utara2009","tidak baik"
68.32,605.46,87.75,6.77,"Kab. Timor Tengah Utara2010","tidak baik"
68.75,607.45,87.78,6.83,"Kab. Timor Tengah Utara2011","tidak baik"
69.19,610.66,88.16,6.92,"Kab. Timor Tengah Utara2012","tidak baik"
64.2,579.58,78.8,5.85,"Kab. Belu2004","tidak baik"
64.3,585.54,79.2,5.96,"Kab. Belu2005","tidak baik"
64.6,589.39,79.2,6,"Kab. Belu2006","tidak baik"
64.72,591.91,82.79,6.06,"Kab. Belu2007","tidak baik"
65.3,595.48,82.79,6.06,"Kab. Belu2008","tidak baik"
65.65,597.13,82.98,6.24,"Kab. Belu2009","tidak baik"
66,599,83.07,6.33,"Kab. Belu2010","tidak baik"
66.35,601.69,83.08,6.34,"Kab. Belu2011","tidak baik"
66.7,604.62,83.93,6.56,"Kab. Belu2012","tidak baik"
64.3,579.5,93.41,6.76,"Kab. Alor2004","tidak baik"
65.05,584.3,93.43,6.89,"Kab. Alor2005","tidak baik"
65.6,588.24,95.94,7.38,"Kab. Alor2006","tidak baik"
65.89,591.19,95.94,7.38,"Kab. Alor2007","tidak baik"
66.25,595.18,95.94,7.38,"Kab. Alor2008","tidak baik"
66.58,596.8,95.97,7.41,"Kab. Alor2009","tidak baik"
66.92,598.5,95.98,7.42,"Kab. Alor2010","tidak baik"
67.25,601.34,95.99,7.46,"Kab. Alor2011","tidak baik"
67.58,604.43,96.01,7.47,"Kab. Alor2012","tidak baik"
65.3,584.77,90.93,6.11,"Kab. Lembata2004","tidak baik"
65.8,589.21,91.3,6.1,"Kab. Lembata2005","tidak baik"
66.1,590.81,91.3,6.34,"Kab. Lembata2006","tidak baik"
66.17,593.08,92.57,6.34,"Kab. Lembata2007","tidak baik"
66.34,597.29,92.57,6.47,"Kab. Lembata2008","tidak baik"
66.46,602.57,92.76,6.5,"Kab. Lembata2009","tidak baik"
66.58,605.2,92.77,6.83,"Kab. Lembata2010","tidak baik"
66.73,607.98,92.79,6.97,"Kab. Lembata2011","tidak baik"
66.88,611.17,93.96,7.02,"Kab. Lembata2012","tidak baik"
66.2,594.46,82.8,6.04,"Kab. Flores Timur2004","tidak baik"
66.5,602.95,82.97,6.11,"Kab. Flores Timur2005","tidak baik"
66.9,604.19,88.04,6.45,"Kab. Flores Timur2006","tidak baik"
67.17,604.2,88.79,6.45,"Kab. Flores Timur2007","tidak baik"
67.51,608.26,88.79,6.58,"Kab. Flores Timur2008","tidak baik"
67.81,610.53,89.08,6.6,"Kab. Flores Timur2009","tidak baik"
68.12,612.67,89.35,6.62,"Kab. Flores Timur2010","tidak baik"
68.43,614.82,90.16,6.64,"Kab. Flores Timur2011","tidak baik"
68.73,617.68,90.18,6.76,"Kab. Flores Timur2012","tidak baik"
66.7,581.8,86.7,5.85,"Kab. Sikka2004","tidak baik"
67.1,587.24,86.86,5.99,"Kab. Sikka2005","tidak baik"
67.8,588.92,90.06,6,"Kab. Sikka2006","tidak baik"
68.06,589.17,90.06,6,"Kab. Sikka2007","tidak baik"
68.4,592.85,90.47,6.13,"Kab. Sikka2008","tidak baik"
68.71,595.81,91.27,6.15,"Kab. Sikka2009","tidak baik"
69.01,597.95,91.72,6.36,"Kab. Sikka2010","tidak baik"
69.32,600.1,91.73,6.37,"Kab. Sikka2011","tidak baik"
69.63,602.47,91.75,6.59,"Kab. Sikka2012","tidak baik"
63.5,584.18,92.16,6.44,"Kab. Ende2004","tidak baik"
63.69,588.82,92.8,6.6,"Kab. Ende2005","tidak baik"
64,591.55,92.8,6.64,"Kab. Ende2006","tidak baik"
64.16,594.89,92.8,6.64,"Kab. Ende2007","tidak baik"
64.41,600.46,93.21,6.77,"Kab. Ende2008","tidak baik"
64.61,601.3,93.5,7.05,"Kab. Ende2009","tidak baik"
64.82,603.27,93.52,7.38,"Kab. Ende2010","tidak baik"
65.05,606.31,93.96,7.39,"Kab. Ende2011","tidak baik"
65.29,609.48,94,7.55,"Kab. Ende2012","tidak baik"
65.3,594.3,91.42,6.46,"Kab. Ngada2004","tidak baik"
65.45,596.63,91.73,6.6,"Kab. Ngada2005","tidak baik"
66.7,599.74,93.61,6.6,"Kab. Ngada2006","tidak baik"
66.77,606.07,94.08,6.6,"Kab. Ngada2007","tidak baik"
66.93,610.3,94.49,6.73,"Kab. Ngada2008","tidak baik"
67.05,611.66,94.94,6.97,"Kab. Ngada2009","tidak baik"
67.16,612.31,95.49,7.26,"Kab. Ngada2010","tidak baik"
67.31,614.4,96.23,7.62,"Kab. Ngada2011","baik"
67.46,617.63,96.92,7.63,"Kab. Ngada2012","baik"
65.9,580.66,90.04,6.4,"Kab. Manggarai2004","tidak baik"
66.1,585.45,90.68,6.58,"Kab. Manggarai2005","tidak baik"
66.5,587.18,90.97,6.6,"Kab. Manggarai2006","tidak baik"
66.65,587.69,90.97,6.6,"Kab. Manggarai2007","tidak baik"
66.89,590.37,90.97,6.71,"Kab. Manggarai2008","tidak baik"
67.09,596.62,91.07,6.72,"Kab. Manggarai2009","tidak baik"
67.29,599.22,91.08,6.76,"Kab. Manggarai2010","tidak baik"
67.51,602.27,92.25,6.79,"Kab. Manggarai2011","tidak baik"
67.74,605.49,92.62,6.83,"Kab. Manggarai2012","tidak baik"
65.5,576.75,82.1,5.4,"Kab. Rote Ndao2004","tidak baik"
65.76,581.35,82.1,5.6,"Kab. Rote Ndao2005","tidak baik"
66.4,583.88,87.52,6.17,"Kab. Rote Ndao2006","tidak baik"
66.78,583.88,88.14,6.17,"Kab. Rote Ndao2007","tidak baik"
67.22,588.22,88.55,6.18,"Kab. Rote Ndao2008","tidak baik"
67.64,590.62,88.88,6.2,"Kab. Rote Ndao2009","tidak baik"
67.91,591,89,6.43,"Kab. Rote Ndao2010","tidak baik"
68.32,593.39,89.02,6.45,"Kab. Rote Ndao2011","tidak baik"
68.74,596.61,89.04,6.46,"Kab. Rote Ndao2012","tidak baik"
65.05,569.45,87.9,6,"Kab. Manggarai Barat2004","tidak baik"
65.4,573.99,88.6,6.2,"Kab. Manggarai Barat2005","tidak baik"
65.6,576.08,88.67,6.2,"Kab. Manggarai Barat2006","tidak baik"
65.75,580.99,88.7,6.23,"Kab. Manggarai Barat2007","tidak baik"
65.99,585.2,88.7,6.23,"Kab. Manggarai Barat2008","tidak baik"
66.19,588.95,88.75,6.3,"Kab. Manggarai Barat2009","tidak baik"
66.38,590.61,88.77,6.54,"Kab. Manggarai Barat2010","tidak baik"
66.61,593.75,90.5,6.56,"Kab. Manggarai Barat2011","tidak baik"
66.84,596.02,92.46,6.58,"Kab. Manggarai Barat2012","tidak baik"
62.6,595.42,71.6,5.4,"Kab. Sumba Tengah2006","tidak baik"
62.82,598.52,71.6,5.4,"Kab. Sumba Tengah2007","tidak baik"
63.11,602.72,72.01,5.4,"Kab. Sumba Tengah2008","tidak baik"
63.37,605.98,72.15,5.72,"Kab. Sumba Tengah2009","tidak baik"
63.63,608.25,72.16,5.9,"Kab. Sumba Tengah2010","tidak baik"
63.89,611.06,72.35,5.93,"Kab. Sumba Tengah2011","tidak baik"
64.16,614.56,74.32,6.21,"Kab. Sumba Tengah2012","tidak baik"
62.1,594,71.4,5.2,"Kab. Sumba Barat Daya2006","tidak baik"
62.22,596.66,71.4,5.2,"Kab. Sumba Barat Daya2007","tidak baik"
62.42,598.95,71.81,5.2,"Kab. Sumba Barat Daya2008","tidak baik"
62.58,608.14,71.91,5.21,"Kab. Sumba Barat Daya2009","tidak baik"
62.74,608.93,75.57,5.22,"Kab. Sumba Barat Daya2010","tidak baik"
62.93,612.02,75.59,5.32,"Kab. Sumba Barat Daya2011","tidak baik"
63.13,615.16,76.09,5.34,"Kab. Sumba Barat Daya2012","tidak baik"
63,597.7,92.2,6.3,"Kab. Nagekeo2006","tidak baik"
63.09,598.52,93.76,6.69,"Kab. Nagekeo2007","tidak baik"
63.27,602.55,93.76,6.69,"Kab. Nagekeo2008","tidak baik"
63.4,603.42,94.01,6.74,"Kab. Nagekeo2009","tidak baik"
63.53,604.74,94.02,6.96,"Kab. Nagekeo2010","tidak baik"
63.7,606.92,94.08,6.97,"Kab. Nagekeo2011","tidak baik"
63.86,609.5,95.05,7.15,"Kab. Nagekeo2012","tidak baik"
67.04,581.05,89.18,5.92,"Kab. Manggarai Timur2008","tidak baik"
67.3,581.85,89.3,6.2,"Kab. Manggarai Timur2009","tidak baik"
67.57,583.65,91.09,6.49,"Kab. Manggarai Timur2010","tidak baik"
67.84,585.95,92.39,6.5,"Kab. Manggarai Timur2011","tidak baik"
68.12,589.32,92.72,6.53,"Kab. Manggarai Timur2012","tidak baik"
66.87,508.51,74.35,4.47,"Kab. Sabu Raijua2009","tidak baik"
67.22,509.33,75.29,5.2,"Kab. Sabu Raijua2010","tidak baik"
67.57,511.6,75.58,5.4,"Kab. Sabu Raijua2011","tidak baik"
67.92,515.05,77.55,5.54,"Kab. Sabu Raijua2012","tidak baik"
70.7,612.83,96.8,10.2,"Kota Kupang2004","baik"
70.98,616.76,97.3,10.2,"Kota Kupang2005","baik"
71.1,619.08,97.3,10.2,"Kota Kupang2006","baik"
71.48,621.76,98.33,10.89,"Kota Kupang2007","baik"
71.93,627.31,98.33,10.89,"Kota Kupang2008","baik"
72.34,628.37,98.47,10.91,"Kota Kupang2009","baik"
72.63,629.51,98.52,11.06,"Kota Kupang2010","baik"
73.04,631.56,98.54,11.07,"Kota Kupang2011","baik"
73.46,635.08,98.57,11.27,"Kota Kupang2012","baik"
59.1,593.16,88.69,5.67,"Kab. Sambas2004","tidak baik"
60.05,596.19,89.5,5.89,"Kab. Sambas2005","tidak baik"
60.3,597.04,89.5,5.9,"Kab. Sambas2006","tidak baik"
60.48,607.2,89.5,5.9,"Kab. Sambas2007","tidak baik"
60.7,614.92,89.5,5.9,"Kab. Sambas2008","tidak baik"
60.91,621.09,90,5.94,"Kab. Sambas2009","tidak baik"
61.27,623.02,90.55,5.94,"Kab. Sambas2010","tidak baik"
61.48,627.35,91.55,6.2,"Kab. Sambas2011","tidak baik"
61.69,630.69,91.57,6.21,"Kab. Sambas2012","tidak baik"
67.2,588.52,85.38,5.2,"Kab. Bengkayang2004","tidak baik"
67.96,591.46,85.9,5.2,"Kab. Bengkayang2005","tidak baik"
68.3,592.23,86.79,6.03,"Kab. Bengkayang2006","tidak baik"
